,is_decoy,score
0,False,41.20674462909244
1,False,226.3121726239685
2,True,71.89689614211184
3,False,112.85618277092672
4,True,85.9236734678477
5,False,92.43800403741317
6,False,423.1746915474911
7,False,200.0347238525581
8,False,120.93560391389217
9,False,65.69841729272756
10,False,48.31591743567228
11,False,333.38886440770005
12,False,71.32005302671897
13,False,272.9508088972676
14,False,95.56801269858845
15,True,62.137216703994966
16,True,75.88453882142575
17,True,165.93542444169333
18,False,201.4105129786788
19,False,409.52684818666006
20,False,71.56698291140718
21,True,87.16512338740544
22,False,107.18675174912768
23,False,167.58230829061372
24,False,136.84740343018564
25,False,102.97766432338736
26,True,74.46666747193659
27,True,77.07964523872704
28,False,71.1510218981188
29,True,50.35785922038458
30,True,95.83823616352056
31,False,68.37710367681356
32,False,133.44133656762233
33,False,233.56990017494945
34,False,290.5708451892916
35,False,299.1253396322347
36,True,100.93497943869252
37,True,80.98376298656848
38,False,299.44691852466315
39,False,74.00027931000017
40,True,116.15243312635886
41,False,113.41172477826716
42,False,127.26513885933856
43,False,191.5296763490026
44,False,260.626040029381
45,False,280.11241828339985
46,True,100.33507045432629
47,False,205.48140469990128
48,False,79.37358437747483
49,False,133.48790642049255
50,True,100.86047893820508
51,False,184.6493929797302
52,False,134.2059125733434
53,False,64.33995801562816
54,False,182.7200749737785
55,False,190.8784770609768
56,False,128.1764543904432
57,False,51.19792013061475
58,False,94.12074059565316
59,False,46.57925476103641
60,False,155.84551269041972
61,False,273.99258480621603
62,False,163.84039061247975
63,False,156.78183114027556
64,False,157.96821174458367
65,False,114.7121735595126
66,True,61.7448578864041
67,True,52.28384564732352
68,False,169.68258307666918
69,False,204.03164869680435
70,True,59.64285350548128
71,False,114.23871934150048
72,True,141.82028937368304
73,False,74.91850125936872
74,True,80.63181672372468
75,False,196.6496948144895
76,False,160.33218360906264
77,False,243.55270117199763
78,False,57.976999342014935
79,False,124.53165948279
80,False,123.5274040337674
81,True,84.20232203008977
82,False,109.2880838754867
83,True,68.25929176195048
84,False,58.46439130600703
85,False,170.6963934329521
86,False,97.54056357161436
87,False,204.06854369176807
88,False,96.41040797647337
89,True,103.75600057606108
90,False,52.59807831999055
91,False,188.865463371465
92,False,81.0329031836187
93,False,185.57082687074225
94,False,190.9666816846932
95,True,67.75833875788655
96,False,333.61124597843866
97,False,182.9176972435276
98,False,289.8124105358212
99,False,154.05810154987583
100,True,74.1749838153237
101,False,712.8628215748198
102,False,80.38770850463033
103,True,52.0262700979242
104,True,54.07168970434681
105,False,88.63424422173891
106,False,215.909808442314
107,False,292.99086014016274
108,True,115.99338549202668
109,False,214.1666731672445
110,False,442.06972862307725
111,False,230.92916811304173
112,False,204.7699590342255
113,False,186.75166432116296
114,False,284.7830205354449
115,False,124.94399852785334
116,True,105.71776725394872
117,True,74.06432011346888
118,True,48.88503803779261
119,False,66.63398809082341
120,True,105.52081211230788
121,False,84.76946749151708
122,False,434.4050013490411
123,False,42.92084145308431
124,False,53.38522226161742
125,False,225.78411747865985
126,True,71.13077414941502
127,True,99.30214947931236
128,True,57.378717723201234
129,True,63.35551177481291
130,False,159.44677800678437
131,True,43.69321721777734
132,True,109.88342411099596
133,False,224.8158529828225
134,False,133.87528637130703
135,False,103.78839497086966
136,False,195.7394379573937
137,False,80.49492775807856
138,True,77.97412491108626
139,False,100.81525343941192
140,False,86.13846868363183
141,False,60.20769344101953
142,False,226.21474616077887
143,True,93.75685251826032
144,False,69.67969415274499
145,False,114.79111079434328
146,False,187.11242169105824
147,True,93.0709100365338
148,False,314.5392296716092
149,False,295.49120945308096
150,True,59.83487709647165
151,True,50.55311189374693
152,True,78.65449350906279
153,True,56.185138157367376
154,False,225.63727100443728
155,False,179.9075274034609
156,False,479.8804532007159
157,False,213.4515419335463
158,False,85.56953943643924
159,False,173.96933443100582
160,False,350.3423147166557
161,False,93.67696541948376
162,False,356.5894572352073
163,False,87.65176047300915
164,False,243.2271610605925
165,False,118.49727785068184
166,False,57.44809776606553
167,False,107.6679488176773
168,False,207.2411598086544
169,False,67.4337395741787
170,False,166.25273086515978
171,False,143.65952930132272
172,False,200.1063037458137
173,False,77.31493158724687
174,False,177.07525618118797
175,True,88.39477401986032
176,False,175.78548254763592
