,is_decoy,score
0,False,0.3034200315177691
1,True,-0.8289052791020967
2,False,0.1646718834131414
3,True,-0.8443576142493515
4,False,0.3454623083798742
5,False,-0.0447633341148779
6,False,0.2841865510251622
7,False,0.2245584344128036
8,False,-0.2147981523294025
9,False,0.2106473602917001
10,False,-0.8531273583953002
11,True,-0.5527615633025006
12,False,0.0826735684628417
13,False,0.0151099118639437
14,False,0.2960085613876352
15,True,-0.493315704718203
16,False,1.363607910875507
17,False,0.1476072493184855
18,False,0.1061146589763256
19,False,0.2219257717374783
20,False,-0.1307188090584405
21,False,-0.232221957240621
22,True,-0.5411043845760926
23,False,0.0984191920815463
24,False,-0.55805025600632
25,False,0.0145442967282047
26,False,-0.8264664464301246
27,False,0.650403424128531
28,False,0.2969821507623424
29,False,0.4050066549476268
30,True,-2.392089813881092
31,False,-1.7111789555622767
32,False,-0.0311186737518477
33,False,0.5474201632707897
34,False,0.5075070580738593
35,False,0.2835743152143988
36,False,0.1289673304786672
37,False,0.0965034378975294
38,False,0.3200024077763641
39,False,-1.808354711458615
40,False,-0.3964403584869871
41,False,-0.7535800861837474
42,False,0.1507165990718847
43,False,0.6080520577602809
44,False,0.0622148693984072
45,False,0.2408320639617734
46,False,0.1115486766856952
47,False,0.0032894749456918
48,False,0.231625920617783
49,False,0.2008927858369294
50,False,0.1630686717155086
51,False,0.4046602731560373
52,False,0.5328538096958254
53,False,0.1910243858206897
54,False,0.3180360082074238
55,False,-0.2513710549255195
56,False,0.2509011023435239
57,False,0.5758363203730604
58,False,0.1454950027384327
59,False,-0.083155899312602
60,True,-0.8244718486284823
61,False,0.967899438674674
62,False,-0.1963660865103854
63,True,-0.463326220401595
64,False,-0.603940515769618
65,False,0.7809507253862401
66,False,0.35133999753957
67,True,-1.1517416487423586
68,False,0.3968496647608118
69,False,0.5678590345473907
70,False,0.7232373468493701
71,False,0.3041131333918836
72,False,-0.904861755703287
73,True,0.0017095905127446
74,False,-0.0215266923655337
75,False,-0.2459513880593293
76,False,0.8528835692333404
77,False,0.2419532198917439
78,False,0.217855656140127
79,True,-0.9061131146894338
80,False,0.5964261169357357
81,False,-0.0451629642037108
82,True,-1.1710381687184253
83,False,0.0071652290045565
84,False,0.6032262451957539
85,False,0.3668754182692285
86,False,0.2049779575421877
87,False,0.2619184084079019
88,False,0.0185413080330725
89,False,-0.1309233474165427
90,False,-0.0174444746641714
91,False,0.5220274833409847
92,True,-0.8693171222638432
