,is_decoy,score
0,False,210.86946566569668
1,False,37.9773775615965
2,True,26.44825596908175
3,True,29.84036121439153
4,False,182.8531778342471
5,False,124.44019889713816
6,False,110.4064386204929
7,False,71.04993126699577
8,True,14.839767732244727
9,False,153.72638782640655
10,True,170.1301219961961
11,False,281.1471082783862
12,True,81.90305533607743
13,True,83.7505786299994
14,False,119.31645516838344
15,False,45.43732318472166
16,False,177.23963751812914
17,True,80.17368543430918
18,True,80.32909785768047
19,False,113.00895878652835
20,True,49.93584823652568
21,True,74.86336801244101
22,True,141.7935658636251
23,True,26.846967724865166
24,True,107.83862098525572
25,True,125.73511018582803
26,False,283.9574915401727
27,False,88.84953636161903
28,False,201.94726100664047
29,False,243.6439735887048
30,False,225.806642723051
31,False,91.05336734717672
32,True,104.68843152521566
33,False,77.6977900142877
34,False,136.39886704094278
35,False,112.84475884273206
36,False,177.4667744482352
37,False,33.78746636543836
38,False,220.954678118973
39,True,121.70176713956002
40,False,281.82513446511183
41,False,135.87107133507175
42,False,127.26980962803653
43,False,126.94755205861794
44,True,76.54153600301319
45,True,87.31035477261534
46,False,44.793149383400106
47,True,149.24171214638375
48,True,149.6302998039257
49,True,160.0072473862557
50,False,183.9061554409491
51,True,71.621774591992
52,True,61.95403134693074
53,False,144.65296926240305
54,False,116.3869253450268
55,False,227.44198822828704
56,True,89.38125395124902
57,False,164.79513204529653
58,False,110.51205716127092
59,True,57.83596119954228
60,False,152.17885686265922
61,True,47.45179449836368
62,False,187.03557009838096
63,True,108.86637822302174
64,False,184.2168568307508
65,False,186.43077224551848
66,False,249.32015850027284
67,True,140.2779705974636
68,True,56.49151810541503
69,False,141.42119105963167
70,False,128.88470673230296
71,False,120.43730341675123
72,False,261.5983287361198
73,True,72.66675789917178
74,False,144.75516894323547
75,False,87.60474107651397
76,True,14.252473548062184
77,False,165.65222975434725
78,False,293.3031154725068
79,False,90.18571727907585
80,False,418.0877497959981
81,False,237.06667335057847
82,False,196.8196447547109
83,False,78.7951464313096
84,True,86.83771982043223
85,True,125.29806998848711
86,False,78.6369939909769
87,False,171.48769446175828
88,True,117.09961319237784
89,False,171.40136359593254
90,True,178.88112924529807
91,False,100.74453862902104
92,True,145.0664929742074
93,False,200.69879436750057
94,True,46.40316611010885
95,False,180.14126941160686
